"screen_name","followers_count","text"
"halie_0505",9,"If you’d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner’s office is a good place to start. It reports the (anonymized) death certificates of #Covid cases. Just a few of the most recent (sorry about the glare): https://t.co/iUe4wQkO0B"
"jfmiller218",310,"#DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would have believed that the impostor, the fraud, 
the swindler #DonaldJTrump, who is universally loathed in #NYC, would be the one to destroy our great nation? #Vote"
"Skeleton_Chris",152,"Shout out the greatest to ever do it, Eddie Van Halen #GOAT Making the ""Beat It"" solo, took 20 min to record &amp; wanted payment in 2 six packs. One of my favorite songs when I first heard it back in 88 sitting on my moms lap. #MONDAY #PositiveVibesOnly #Covid #tunes #notasgoodashim https://t.co/5eEyIHNpug"
"ZhesPhoto",83,"New lockdown.
The photo from Wacken 2019.
#woa2019 #wacken #madmax #antiutopia
#zesphoto #lockdown #covid #quarantine #fineart #art #model #photography #art #longhair #locker #crate @ Wacken Open Air https://t.co/1D2I8CHSpb"
"ZhesPhoto",83,"New lockdown
#zesphoto #lockdown #covid #quarantine #fineart #art #model #photography #art #longhair #locker #crate @ ES Studio https://t.co/34sTrNtGyS"
"ZhesPhoto",83,"New lockdown
#zesphoto #lockdown #covid #quarantine #fineart #art #model #photography #art #longhair #locker #crate @ ES Studio https://t.co/32ru54FMrj"
"booksanescape",13492,"100%!
I've been saying this for weeks! 

#COVID IS NOW A #PreExistingCondition https://t.co/F3KEUf0eHN"
"LollysMum1",5538,"@localnotail @punkpuffin Do what is right for you. Wear a mask &amp; protect yourself as far as you can. You don't have to follow the rest. Uni is where you find out who YOU are. Make the best of Uni &amp; try not to let #Covid drag you down."
"noremacback",168,"US excess mortality is back to 0% for the first time since January. #Covid https://t.co/S5wYZfV4Mm https://t.co/CoUPZ7GaJZ"
"FNancyleem",200,"Practically speaking, what's worth doing right now?
Like, should I quit my job and flee, should I try to pay off my mortgage, withdraw money from the bank etc.?
What's your advice?

Where are they taking us, and how fast will it go??

#covid for #NewWorldOrder
#communism #tyranny"
"eastvanrules",95,".@JustinTrudeau @cafreeland support Canada’s airlines and @ALPACanada pilots today so that we will be there for Canadians and our economy tomorrow. Over 630,000 direct and indirect jobs are at stake #covid @MarcGarneau @WestJet"
"eastvanrules",95,".@ALPACanada #pilots know airlines need support now! Tens of thousands of aviation jobs are at risk of disappearing forever, as are the airlines Canadians depend on! What is your plan @JustinTrudeau @cafreeland? #COVID"
"eastvanrules",95,".@JustinTrudeau @cafreeland support Canada’s airlines and @ALPACanada pilots today so that we will be there for Canadians and our economy tomorrow. #covid @MarcGarneau @WestJet  over 630,000 direct and indirect jobs at stake in Canada. Ground control to major Garneau?"
"Adamo55f",937,"US excess mortality is back to 0% for the first time since January. #Covid https://t.co/S5wYZfV4Mm https://t.co/CoUPZ7GaJZ"
"SawnyaA",192,"Why are politicians silent about this corrupt administration and its ilk?

A public affairs specialist working for Fauci has been moonlighting as a managing editor for RedState, where he has called Fauci a “mask Nazi” and criticized the pandemic response #Fauci #RedState #Covid https://t.co/gROMZxRT5x"
"illini_ed",12,"If you’d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner’s office is a good place to start. It reports the (anonymized) death certificates of #Covid cases. Just a few of the most recent (sorry about the glare): https://t.co/iUe4wQkO0B"
"bntzillaguy",612,"Imagine the entire population of Salt Lake City drops dead. The U.S. is about to hit 200,000 dead from COVID-19, a number equivalent to the entire population of Utah's largest city. Think about it: Every single person in Salt Lake City dead. #Covid #Covid_19"
"LuongMax",94,"The @HouseGOP's #CommitmentToAmerica lays out the framework to increase #COVID testing, develop a safe and effective vaccine, protect those with pre-existing conditions, and modernize our medical stockpile. I will continue to stand with @GOPLeader and fight for America. https://t.co/GrHBYqwq78"
"SpikeWhite3",144,"1700 die every day in the UK.
#Boris is locking us down again, even before the first #Lockdown has even been lifted, because there are 10 #Covid deaths a day ???
Has he lost his mind.?
He knows that the tests are 90% false.
This is the biggest scam ever &amp; must be resisted. https://t.co/EUC7W2H9B6"
"dcchamber",6287,"How #DC can build long term resilience and reopen smartly. #COVID https://t.co/pwgeUZGOWI"
"dcchamber",6287,"The #DC economy is facing significant challenges due to #COVID. However, the District is skillfully deploying reserves, federal funds, and prioritizing spending to cushion revenue shock. https://t.co/TwvUvZRFMN"
"dcchamber",6287,"#DC #COVID cases are falling, but surrounding states are seeing an increase. #Maryland #Virginia. https://t.co/n0Wv2RT0BI"
"dcchamber",6287,"#DC's #COVID community support: 70,000+ grocery boxes, 1.2 million school meals distributed, 117,000 senior meals delivered, Virtual Family Assistance Center, PPE delivery to healthcare facilities, hospital bed surge capacity, and more. https://t.co/FxAiEookr9"
"dcchamber",6287,"#DC is doing better than other big cities with #COVID, but there is still room for improvement. https://t.co/aq8C98Iss1"
"dcchamber",6287,"How #DC moves forward with our response to #COVID: https://t.co/S2JNuZQIjC"
"dcchamber",6287,"#DC #COVID response 4 primary strategies: public health interventions, testing, isolation &amp; quarantine, and contact tracing. Facts: stay-at-home orders, mandatory masks, community guidelines. 197,000+ residents tested with a 2.1 day turnaround. 4 quarantine hotels &gt; down to 1. https://t.co/HHAtqFgPZ5"
"dcchamber",6287,"The #DC Recovery Is Underway But At A Slower Rate Than The Economy Declined. #COVID https://t.co/DnCXxwBypR"
"emma_m_r",896,"Tonight’s socially distanced queue. The minute the ‘security’ turns his back they are all together. No groups of 6. No distancing. Just makes me sad. #manchester #citycentre #covid https://t.co/lahcurybEC"
"VictoriaBeliev5",1869,"Uttar Pradesh: Many historical monuments including world famous #TajMahal in Agra reopens for general public after gap of more than 6 months. 

Adhering to #COVID guidelines, not more than 5,000 visitors are  allowed in a day to the Taj.

File pic: https://t.co/ggOTGFpVFg"
"ElbertGarciaFl",249,"This is an unconstitutional and offensive attempt to chill speech &amp; divide our communities. <U+2066>@GovRonDeSantis<U+2069> needs to focus on #covid and community recovery, not criminalizing dissent. https://t.co/JDpbsAjKCC"
"VirusJoeKnows",598,"US excess mortality is back to 0% for the first time since January. #Covid https://t.co/S5wYZfV4Mm https://t.co/CoUPZ7GaJZ"
"AvantTim",254,"6 months ago Texas got $12.84 billion in federal funding for #COVID response and #TXEd. @GregAbbott_TX has until 12/30/20 to allocate $11.24 billion of these funds. What’s happened to the money? (1/2) -TH https://t.co/JEWzuXx5xo"
"Cernovich",717908,"US excess mortality is back to 0% for the first time since January. #Covid https://t.co/S5wYZfV4Mm https://t.co/CoUPZ7GaJZ"
"ch323",1132,"Two excellent letters, each with  numerous highly intelligent, qualified signatures. 
One says no evidence for targeted measures; t’other says such measures are key to <U+0001F1E9><U+0001F1EA> lower death rates. 
Who to believe? 

Keep it civil, not polarised - balance immediate and long-term. #Covid https://t.co/Wt2rxxn7pb"
"nocollegedegree",14,"@WHOWPRO science does not have enough influence to be next to “christ “ . #covid"
"yang_bo_dudnik",1318,"Among the masters competitors at the All Japan Championships is 81-year-old Yoshifumi Nakamura, who set an age record with his participation. Oh -- and he recovered from #COVID-19 earlier this year, too. #gymnastics

https://t.co/urXVPHYBrH"
"PeterWillsher",430,"#DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would have believed that the impostor, the fraud, 
the swindler #DonaldJTrump, who is universally loathed in #NYC, would be the one to destroy our great nation? #Vote"
"KattieMarean",93,"#BostonUniversity promoted white supremacy when it refused to hand out free masks to students and teachers, professors claimed. #COVID #SEIU  
https://t.co/lNie7Uz5HM"
"jeffgiesea",30167,"US excess mortality is back to 0% for the first time since January. #Covid https://t.co/S5wYZfV4Mm https://t.co/CoUPZ7GaJZ"
"GreggASmith3",422,"When I see someone using “exponential” in any #Covid discussion I simply assume they are stupid, liars or both.  The data was obviously never exponential. https://t.co/8PwgsrFTTQ"
"Steviojones",315,"The more I watch #COVID #Lockdown #Mask debate, the more inclined I'm to believe that postmodern Liberalism/leftism may be a mental disorder, w/capable &amp; educated adults who just cannot grasp common sense/multi-track scenarios/arguments. It's like half pop is on A.D.D spectrum."
"lynbrownmp",12553,"Honoured to give this speech on how we can take inspiration on tackling the #Covid crisis from the way Clem Attlee, Nye Bevan &amp; Barbara Castle 
applied Labour values to rise to the huge challenges of their generations, and how those values drive my work as Shadow Home Secretary: https://t.co/PGOlS7UUXx"
"BealeGillian",138,"1700 die every day in the UK.
#Boris is locking us down again, even before the first #Lockdown has even been lifted, because there are 10 #Covid deaths a day ???
Has he lost his mind.?
He knows that the tests are 90% false.
This is the biggest scam ever &amp; must be resisted. https://t.co/EUC7W2H9B6"
"circame2",131,"#Massachusetts #Monday #Covid 
New York ""like"" numbers
#PauseAndPlay death #Tuesday https://t.co/PQzAbBL0AH"
"TrumpNewsPolls",6094,"But please tell us more about how @Facebook silences conservatives. Smh. #ConspiracyTrump #MondayMotivation #ImpeachBarrNOW #Covid #COVID19 #RIPRBG https://t.co/47lUVFAQmV"
"massivelywrong",0,"#AuroraIL - Population 197,750. 
More have died from #COVID–19 in the U.S. https://t.co/XUzAbB81mT"
"VaccinesEnd",729,"It is a staggering thought...but it happens to be true.
They're not doing it for obscure reasons.
Their warped reasoning is clear.
They want as many #COVID deaths as possible to justify the vaccine.
They are evil.
Those responsible should be locked up for manslaughter. https://t.co/o5d9js4gNO"
"CllrAndyStamp",2199,"WATCH:<U+0001F6A8>We need to Save Chatham Docks - 1,440 skilled local jobs depend on it<U+0001F6A8>

Spend just a couple of minutes to watch this video about why we must save these jobs and livelihoods, which are even more vital post #Covid-19 
#SaveChathamDocks

https://t.co/YCijaHrD7w https://t.co/qRcuu78wX4"
"SharingAlaugh",1994,"@PollyTix2020 Absolutely!! They’ve been mucking with numbers everywhere! 100,000 extra asthma related deaths in one state reported today but not Covid d my arse! #Covid"
"jkotfica",20,"“The flu shot stimulates part of your immune system that is the same part stimulated for COVID,” Silvers said. “So you may get a second benefit from the flu shot this year. If you do get COVID, you may not get as severe disease.”

https://t.co/pYnkb4tLSR

#flushot #covid"
"whattheklutz",89,"My covid-denying aunt has #covid. After she has been bar hopping, not wearing a mask, throwing parties. In case you're wondering who she is voting for, she actively posts on Facebook that Biden touches children. How many stories like this are there!? Too many."
"sullieship",927,"People need to stop thinking in binary absolutes about #Covid. We need an economy, but we also need to protect each other as much as possible. Businesses need to do as much as they can to keep people safe, the bargain is that we all co-operate, and don't act selfishly."
"darcie69088175",89,"If you’d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner’s office is a good place to start. It reports the (anonymized) death certificates of #Covid cases. Just a few of the most recent (sorry about the glare): https://t.co/iUe4wQkO0B"
"Wocko94",1599,"Just come across #covid deaths for UK. 41,788 

Mum was 53, she was a grandma for just 15 months. That’s what breaks me everyday <U+0001F614>

I will forever refuse to believe she is a figure. Watching mum pass away the day we peaked will haunt me forever. You should see Teddi now mum <U+2764><U+FE0F><U+2764><U+FE0F> https://t.co/14u7V9T80P"
"minininjalove",806,"So the big idea, the cunning plan to prevent a second, more deadly second wave of #Covid is.... Shut the pubs an hour early.
If only the Regime had come up with that in March we ""might"" have saved  excess 70,000 deaths!
First duty of Government is to preserve LIFE not profit."
"cateCPPE",559,"Lots of us are consulting remotely now in #GP thanks to #COVID @cppeengland are here to support you <U+0001F913>. Take a look at this great new resource to optimise your remote #ConsultationSkills #gppharmacist https://t.co/0Pc666E7ql"
"Socratic1",5429,"@senatemajldr You’ve got your priorities twisted.  You’ve sat on help for the workers and families of America stressed out by 200,000 deaths, millions sick and out of work due to #Covid for months.  The country is a mess and you prioritize a few farmers.  SMDH  #Vote https://t.co/Dv63vOfiKD"
"cheese58chat",1147,"Pubs closing at 10pm is a non intervention dressed up as intervention in the same vein as the Rule of 6. Both keep the Tory donors happy and sets the public up for blame the inc in #Covid cases."
"leyna_fay",4564,"Wanna know why the @cdc changed the info about #Covid being airborne? The Trump Admin FAILED in their response. Not only are we close to 200K dead, we still don't have enough N95 masks available. https://t.co/5A9PEO31rn

#BidenHarrisToSaveAmerica"
"krizkipcherono1",1,"@citizentvkenya It will be stolen the scheme is on going you can't fool us anymore...#covid stolen y not desks??"
"draintheswamp55",3394,"If you’d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner’s office is a good place to start. It reports the (anonymized) death certificates of #Covid cases. Just a few of the most recent (sorry about the glare): https://t.co/iUe4wQkO0B"
"Maine_Sea_Grant",3454,"#Aquaculture businesses can now apply for CFAP 2 at USDA’s Farm Service Agency (FSA) county offices. This program provides financial assistance that gives producers the ability to absorb increased marketing costs associated with the #COVID-19 pandemic. https://t.co/QkAEXPuBr6"
"GriceSpice",96,"Pubs closing by 10pm....only positive there....in bed by 11pm....winner <U+0001F602> Sleep off the hangover! #Covid19UK #covid"
"fitzyman",177,"It’s been lovely to see you all, look after yourselves. Good night and put your mother fucking mask on  #covid #Covid19UK #mask #coronavirusuk https://t.co/qYz2oa2QQz"
"SweetSimplee",472,"If you’d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner’s office is a good place to start. It reports the (anonymized) death certificates of #Covid cases. Just a few of the most recent (sorry about the glare): https://t.co/iUe4wQkO0B"
"FrancieR13",810,"Tonight I’ll be lighting a candle for the 200,000 lost. I hope you’ll join me, and post to Twitter and social media if you want. #200Kcandles #200KDeadAmericans #Covid_19 #COVID #mondaythoughts #MondayMood https://t.co/bIdWz3LAKi"
"rachaelbeattie",452,"Have you notice when you ask people if they have known anyone with #covid it’s always a friends son of a son who knows there uncles cousin <U+0001F971>"
"Bdawg696969",82,"If you’d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner’s office is a good place to start. It reports the (anonymized) death certificates of #Covid cases. Just a few of the most recent (sorry about the glare): https://t.co/iUe4wQkO0B"
"EileenF04929494",265,".@sussex_police were filmed abetting members of the East Sussex and Romney Marsh Hunt in breaking the #COVID guidelines.
https://t.co/JnG4EirsKH"
"ElGuapoJeffe",59,"@RepDonBacon @HouseGOP @GOPLeader Just read @JoeBiden's master #Covid plan...

Is it me, or did anyone else notice how every step, except for the unconstitutional shut downs and forced masking...
Is an action @POTUS @realDonaldTrump has already put into place?!"
"ElGuapoJeffe",59,"@KFIAM640 Nothing against @KFIAM640 news... But with all the revelations about how the #FakeNewsMedia #MedicalIndustrialComplex and #SocialistDemocrats have purposely misreported #Covid testing reports for political and financial gains...

Sorry, not buying it."
"NovPastore",57,"What's @BorisJohnson think we're dealing with here #Covid_19 or Vampires?
#10pmcurfew #Covid https://t.co/73SuXxHnqp"
"cndjhnsn21",102,"#DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would have believed that the impostor, the fraud, 
the swindler #DonaldJTrump, who is universally loathed in #NYC, would be the one to destroy our great nation? #Vote"
"cndjhnsn21",102,"#RBG has knocked #Covid out of the news.  BUT YOU KNOW, AND I KNOW, SHE WANTS YOU TO REMEMBER 200,000 ARE DEAD!   She also said she should not be replaced until after the Inauguration.  Out of respect for her, CALL YOUR SENATOR!!"
"guse_guse",9979,"Pubs closing at 10pm is a non intervention dressed up as intervention in the same vein as the Rule of 6. Both keep the Tory donors happy and sets the public up for blame the inc in #Covid cases."
"katyjohnson30",545,"""I think it's impossible to imagine that after a pandemic like this, w/nearly 200,000 Americans dying from this, that we wouldn't have a broader notion of national security"" per former @DeptofDefense UnderSecretary for Policy Michèle Flournoy told #FutureSecurityForum 

re #COVID"
"silverncopper",10262,"PASS ON @ReallyAmerican1 #ConspiracyTrump #conspiracytheorists #ImpeachBarrNOW #COVID19 #Covid #Covid_19 @davidmweissman @ReesusP @realTuckFrumper @doxie53 @Screamqueeninc @UpperCasey @laliz1116 @Murphy_M_R @santiagomayer_ @CaslerNoel @Kelleyrose20 @Bill19300155 @silverncopper https://t.co/Pxf9Pn5abx"
"Documark",4225,"So the big idea, the cunning plan to prevent a second, more deadly second wave of #Covid is.... Shut the pubs an hour early.
If only the Regime had come up with that in March we ""might"" have saved  excess 70,000 deaths!
First duty of Government is to preserve LIFE not profit."
"2BLadyB",72,"#RBG has knocked #Covid out of the news.  BUT YOU KNOW, AND I KNOW, SHE WANTS YOU TO REMEMBER 200,000 ARE DEAD!   She also said she should not be replaced until after the Inauguration.  Out of respect for her, CALL YOUR SENATOR!!"
"CAdams1962",261,"Pubs 10 PM Curfew does not make sense.

Obvious thing to do is just open lunchtime.

Less money for now,  but Pubs would be able to open longer more quickly, better in long run.

#covid"
"jonoatwork",742,"Healthcare matters.  Not just during #Covid but now and forever. And @Webex is putting our money where our mouth is with a role on my team! https://t.co/kGOP4TGBbT @CiscoCollab @Cisco 

Questions?  Hit me up!  
Interested?  Apply! 
Pass?  Pass it on - share this posting!"
"klp723",155,"May he rot. May they all. #DitchMoscowMitch #DitchMitch #VoteBlueToSaveAmerica #Covid #VoteBlueToSaveAmerica #PoorPeoplesCampaign https://t.co/8t951VXCoe"
"lorraindeer",928,"@MingYLong @albericie Both tax cuts &amp; IR reform were on their agenda before #Covid - now they’ve just shifted their spin to push it through - new circumstances &amp; public interest be gone."
"beardedtarquin",274,"This makes a difference how exactly? Travesty <U+0001F614>

#Covid : Pubs and restaurants in England to have 10pm closing times

#covidbriefing #ToryIncompetence  https://t.co/0ISVSUCoC6"
"FOXCATA7",15,"fema: RT @FEMA_Pete: To prevent the spread of #COVID as federal workers support local &amp; state partners, our Responder Lodging Support Camps have extensive precautions in place. I toured two of the camps today &amp; thanked individuals deployed there to help … https://t.co/VQFFEaaJ8W"
"autismfamily01",20325,"The @HouseGOP's #CommitmentToAmerica lays out the framework to increase #COVID testing, develop a safe and effective vaccine, protect those with pre-existing conditions, and modernize our medical stockpile. I will continue to stand with @GOPLeader and fight for America. https://t.co/GrHBYqwq78"
"autismfamily01",20325,"#BostonUniversity promoted white supremacy when it refused to hand out free masks to students and teachers, professors claimed. #COVID #SEIU  
https://t.co/lNie7Uz5HM"
"ruralgirl22",397,"@PressSec @realDonaldTrump #RepublicanFailure #Covid  
Thats what happens when you listen to trump.
#EverythingTrumpTouchesDies"
"AnimalGamingPZK",341,"Only in Ireland <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>
.
#Ireland #funny #covid #covidireland #Covid19 #WashYourHands https://t.co/nsNXC0cLDd"
"traceynichols5",2971,"While a lot of attention will be devoted to #SCOTUS and replacement for #RBG, important to remember that nearly 200,000 Americans have lost their lives to-date due to #COVID and that number is rising.
#TrumpLiedPeopleDied
#ItIsWhatItIs
Archival @Nick_Anderson_ https://t.co/JDSSUgvAUe"
"DebraHann6",264,"1700 die every day in the UK.
#Boris is locking us down again, even before the first #Lockdown has even been lifted, because there are 10 #Covid deaths a day ???
Has he lost his mind.?
He knows that the tests are 90% false.
This is the biggest scam ever &amp; must be resisted. https://t.co/EUC7W2H9B6"
"SolarPrepper",39083,"MASKED ! DARKNESS FALLS...: Pandemic Pontifications by Ron Foster https://t.co/VK6OA0KcpR via @amazon #prepper #apoclyptic #covid  #fiction"
"ludicluddite",339,"The more I watch #COVID #Lockdown #Mask debate, the more inclined I'm to believe that postmodern Liberalism/leftism may be a mental disorder, w/capable &amp; educated adults who just cannot grasp common sense/multi-track scenarios/arguments. It's like half pop is on A.D.D spectrum."
"KevinOnEarth",430,"D'you think it's likely @BorisJohnson might attend the #COBRA meeting on #COVID that he's chairing tomorrow morning?"
"AthroughtheZ",349,"Another 10 days, another CA #Covid deaths milestone.

• 38 days to 1K deaths
• 13 days to 2K
• 13 to 3K
• 15 to 4K
• 16 to 5K
• 17 to 6K
• 11 to 7K
• 11 to 8K
• 8 to 9K
• 7 to 10K
• 8 to 11K
• 8 to 12K
• 9 to 13K
• 10 to 14K
• 10 to 15K https://t.co/VzcJcE8QkP https://t.co/3RhVaDqsPh"
"ineedtheeggs",291,"The @HouseGOP's #CommitmentToAmerica lays out the framework to increase #COVID testing, develop a safe and effective vaccine, protect those with pre-existing conditions, and modernize our medical stockpile. I will continue to stand with @GOPLeader and fight for America. https://t.co/GrHBYqwq78"
"arnoldgalagaran",56,"Bahrain yesterday registered 713 new cases, alongside 676 recoveries and three fatalities. Two Bahraini women, aged 76 and 60, and an 80-year-old Bahraini man died from the coronavirus yesterday, taking the death toll to 224

https://t.co/VDBZ0sCGDH

#Bahrain #CoronaVirus #Covid https://t.co/Mw2lu9Psct"
"mockability",156,"If you’d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner’s office is a good place to start. It reports the (anonymized) death certificates of #Covid cases. Just a few of the most recent (sorry about the glare): https://t.co/iUe4wQkO0B"
"49Maura",342,"Trolls &amp; shills (including the blue ticks) have gone into overdrive today trying to defend the disintegrating #covid narrative

But like rats in corners, they will now play dirty. I echo @FatEmperor that something awful will likely happen very soon

We must protect our children!"
"Mintgecko",3651,"Sorry if I'm not talking the #Covid cases are rising narrative seriously. I remember the exact same headline was being hammered after phase one started. Funny enough, no resurgence of the virus or deaths despite the casedemic."
"Grazie081",207,"If you’d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner’s office is a good place to start. It reports the (anonymized) death certificates of #Covid cases. Just a few of the most recent (sorry about the glare): https://t.co/iUe4wQkO0B"
"cunningham_cch",2173,"Great thread on #covid-19 transmission dynamics. It all fits with what we have seen in Australia... Thanks @mugecevik https://t.co/2MCG5s7WXw"
"StLucian7",1888,"Tonight I’ll be lighting a candle for the 200,000 lost. I hope you’ll join me, and post to Twitter and social media if you want. #200Kcandles #200KDeadAmericans #Covid_19 #COVID #mondaythoughts #MondayMood https://t.co/bIdWz3LAKi"
"steph4freedom",494,"Dear @HealthNYGov Commissioner Howard Zucker: a student flu shot mandate would be just another burden upon families whose lives have already been restricted and disrupted by the #COVID-19 #pandemic, Please don't let this happen, @NYGovCuomo."
"DaveBedore1",635,"@DrBiden Dr: Biden - my 19 year old daughter has been hospitalized with Covid- it doesn’t just affect the old or the sick <U+0001F614> - thank you for bringing light to this issue with @JoeBiden and @KamalaHarris #Covid https://t.co/Y5NtXKFWGW"
"All435Reps",1344,".@GovRonDeSantis would rather scare up bogeymen around Florida’s overwhelmingly peaceful protests than address his inept management of the #COVID crisis. 200K Americans are dead, millions have no job, and too many in FL have paltry UI or lack health care. This is not leadership. https://t.co/7lQi8xfjw0"
"lindsayoxford",533,"Another 10 days, another CA #Covid deaths milestone.

• 38 days to 1K deaths
• 13 days to 2K
• 13 to 3K
• 15 to 4K
• 16 to 5K
• 17 to 6K
• 11 to 7K
• 11 to 8K
• 8 to 9K
• 7 to 10K
• 8 to 11K
• 8 to 12K
• 9 to 13K
• 10 to 14K
• 10 to 15K https://t.co/VzcJcE8QkP https://t.co/3RhVaDqsPh"
"RepDWStweets",16805,".@GovRonDeSantis would rather scare up bogeymen around Florida’s overwhelmingly peaceful protests than address his inept management of the #COVID crisis. 200K Americans are dead, millions have no job, and too many in FL have paltry UI or lack health care. This is not leadership. https://t.co/7lQi8xfjw0"
"OrganicMama7",368,"Alexis Weik for New York Senate

Weik is a #HealthFreedom candidate for #NY Senate in Suffolk County who will never, ever, vote to mandate the #COVID or #FluShot 

#NoForcedVACCINATIONS 
#NoForcedFluShots 
#Election2020 

@ritamollerpalma @DarlaShine 

https://t.co/f8XhRRKTxn"
"SacNewsReview",45252,"Another 10 days, another CA #Covid deaths milestone.

• 38 days to 1K deaths
• 13 days to 2K
• 13 to 3K
• 15 to 4K
• 16 to 5K
• 17 to 6K
• 11 to 7K
• 11 to 8K
• 8 to 9K
• 7 to 10K
• 8 to 11K
• 8 to 12K
• 9 to 13K
• 10 to 14K
• 10 to 15K https://t.co/VzcJcE8QkP https://t.co/3RhVaDqsPh"
"Run4Purple",1756,"Listen to @The_GRC talk about his experience with #PancreaticCancer on the latest episode of the #ProjectPurple Podcast and how his life's work helped him get through #COVID and Cancer. Click here to listen: https://t.co/tBo7MxzKQs https://t.co/aK1qweykxb"
"NoraJoyce",184,"If you’d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner’s office is a good place to start. It reports the (anonymized) death certificates of #Covid cases. Just a few of the most recent (sorry about the glare): https://t.co/iUe4wQkO0B"
"natlawreview",33945,"What Employers Need to Know About #California’s New #COVID-19 Supplemental #PaidSickLeave Law https://t.co/fpZEZMS922 @CAgovernor"
