"screen_name","followers_count","text"
"ConorSheehan93",1626,"Unsurprised to read in @Limerick_Leader that Limerick City North has a higher rate of #Covid_19 than parts of Dublin. The best but most deprived communities are within my LEA. Poor overcrowded housing, low pay and high unemployment. We are unfortunately not all  #InThisTogether"
"SheepdogSecurit",1075,"NY Health Department sued for 'hiding' COVID-19 death stats of nursing home patients https://t.co/fFoBH4JYkb https://t.co/khFHOLhQAs"
"ParentActionNI",1181,"We have no equivalent statistics on the impact of COVID-19 on disabled people in Northern Ireland. It is really important that equality disaggregated data on disability is collected, analysed and used to inform decision-making on COVID-19. https://t.co/Vun3gchpoN https://t.co/3RWDlsnIlt"
"ItmeErica1",11,"Progression of media narrative on coronavirus...

January: People are dropping dead on the street!

March: COVID-19 is killing young people!

June: Hospitals are about to be overrun!

July: Record number of new cases in US!

Today: You could have a lingering cough from COVID-19! https://t.co/oAEe2diNJL"
"WIREDScience",2050235,"A trial in Greece shows a long-used tuberculosis vaccine may cut respiratory infections, raising hopes for similar protection against Covid-19. https://t.co/3tAOWCuJWV"
"Jamin2g",8155,"Covid-19 update: Majority of France now “red” zones. 
https://t.co/yaXFVaUkf8 https://t.co/Ervwo6mnA3"
"seacapri19",1812,"We mourn the mothers and fathers, brothers and sisters, grandparents, friends, and loved ones who have been lost to COVID-19.

It did not have to be this way. https://t.co/jm0jVdfoR6"
"LazlowRogers",115,"We mourn the mothers and fathers, brothers and sisters, grandparents, friends, and loved ones who have been lost to COVID-19.

It did not have to be this way. https://t.co/jm0jVdfoR6"
"DaveBthinking",89,"German researchers, Prof. Sucharit Bhakdi MD and Dr. Karina Reiss PhD, credited with 360+ publications on Immunology, Virology, Inflammation, &amp; Pathology, have now written a book detailing concerns over Public Health measures taken during the pandemic.
https://t.co/TN1amMSmuS"
"RebeccaD49",199,"We’re still in the throes of a global pandemic with no end in sight. We still don’t know the long term health impacts of COVID-19. We simply can't afford to let Donald Trump and Republicans ram through a Supreme Court justice who will gut health care for millions of Americans."
"hmcgetanker",4063,"BREAKING: The CDC has removed from its website the undisputed scientific FACT that Covid-19 is spread by airborne and aerosol transmission. WHY?"
"edaozeerrrr",237,"Covid-19 is negative but love is positive"
"EmotionsCloud",1614,"“DA AIR IS BAD” ...nvm <U+0001F602><U+0001F923>

https://t.co/3OORQvkAKi"
"EmotionsCloud",1614,"“DA AIR IS BAD” ...nvm <U+0001F602><U+0001F923>

https://t.co/3OORQvkAKi"
"anubeon",2397,"This Jacobin interview making the case for a herd-immunity approach to the coronavirus is really distressingly bad. https://t.co/gOaxEDJpuo"
"ymfhm620",41,"@naomiosaka @UNICEF Good morning.
Your COVID-19 relief effort is amazing.
It's ’s so really coo !!
Have a nice day."
"TSignson",5,"200,000 lives lost. This is a tragedy unlike anything our nation has ever seen, and this extraordinary loss is on the Trump administration. The COVID-19 Pandemic is not over. https://t.co/h8lvMTyVFR"
"PurpleH56033713",7,"@RNCResearch Baba Vanga predicted Covid 19 and the 45th president would die of brain damage. She died in 1996. Let's hope the latter also comes true. 
#BLM #2ndAmendment #babavanga"
"AnitaDabasia",47,"The UK's COVID-19 alert level has been upgraded from level three to level four, meaning transmission of the virus is high or rising exponentially. Why do you think this has happened? #Pubs #Restaurants #Schools #University #Lockdown #Coronavirus #Politics"
"JanChaney15",565,"The countries that implemented plans to contain the virus have very few deaths... but they’re also led by smart leaders, many of them women. https://t.co/ZVu3Zzplyq"
"EugeneMinogue",1938,"Today, CIMSPA joins @_ukactive @sportrectweets and other sector leaders in asking @BorisJohnson to commit to positioning sport and physical activity at the heart of our nation’s post-Covid renewal. Read more at:
https://t.co/1lnRb1Of5w

#Sport #PhysicalActivity #Health #Recovery https://t.co/IbmTk9Rk8A"
"Flannsplainer",969,"Both of the people I interviewed for this who have recovered from COVID-19 say they're laying low right now, content to live in ""stage 2"" mode. 

I also interviewed some #HamOnt researchers who are working on the long-term impacts of COVID-19

https://t.co/yfvnigT9JO"
"brianhammar",64,"He’s also delivered 4600 COVID-19 dead to grieving Ohio families. https://t.co/5QSzyhnC7R"
"KenjiHuncho",2085,"Because of Donald Trump's continuing, unjustifiable failures.

""The United States is losing on average over 800 people a day to the virus - compared with fewer than 15 a day on average in Australia, Canada, Germany, Israel, Italy and the United Kingdom."" https://t.co/6TmzNdvVI8"
"KenjiHuncho",2085,"In Manitowoc, Wisconsin this afternoon, @JoeBiden will make his pitch directly to Obama-Trump voters, continuing to push his Scranton vs. Park Ave messaging, &amp; will also address the expected news that more than 200,000 Americans have died from COVID-19, according to a Biden aide."
"KenjiHuncho",2085,"NEW: Biden to make a direct pitch to Obama-Trump voters in WI speech today in area Obama won in '08 but Trump won by 21 points in '16, per campaign aide

Biden to address U.S. COVID-19 death toll reaching 200,000 and argue Trump ""didn’t lie"" to prevent panic, but panicked himself"
"fcponcho",341,"Exclusive: Study suggests dengue may provide some immunity against COVID-19 https://t.co/rhwy7URHaT https://t.co/eoWvBqON37"
"LynnteriM",68,"The National Medical Association-founded by Black physicians in 1895 because they were barred from the @AmerMedicalAssn-has taken the lead to form a task force that will review FDA and CDC decisions and recommendations about Covid-19 drugs and vaccines.

https://t.co/VpXB5VLXAM"
"LynnteriM",68,"BREAKING: The CDC has removed from its website the undisputed scientific FACT that Covid-19 is spread by airborne and aerosol transmission. WHY?"
"MelodyNUrStorm",1450,"@MzGracee @MrFergTurduson @CShalby And they clearly didn’t read the article. The error was SARS instead of covid-19. That’s all."
"wwredpepper",4308,"@ChuckGrassley Sooo... now that great ""Mystery of the Dead Pidgin"" has been solved - what do you think?? GOP Senator Grassley (seriously, 3rd/presidential succession) maybe a little attention to:
-COVID-19 200K dead, 7M infected
-10s MILLIONS unemployed
-NEG 6% GDP
How about economic stimulus?"
"PretermCLE",2279,"With so much already at stake during the COVID-19 crisis, patients don’t need to worry about these protesters, too. Like and share this post, and, of course, donate if you can! Thank you for your support! https://t.co/qAVyZSJ7aO

#40DaysOfFundingAbortion"
"TommaFY",25,"Look how quickly Politicians and the MSM have moved away from COVID-19, now full blown attacks on Supreme Court Justice. 

Nothing more fake than Democrats!"
"TommaFY",25,"BREAKING: The Atlanta Fed forecasts a record national GDP growth rate of 32% for Q3, meaning the third quarter will be the mother of all economic rebounds thanks to businesses going from a total lockdown to a new COVID-19 normal. The Oct 29 GDP release will be an October Surprise"
"_erdemb",18,"Covid-19 negative but depression positive"
"meganne121",7116,"We know why Whitty  is pushing doom &amp; gloom , he’s Gates puppet . Don’t believe the BS <U+0001F4A9><U+0001F4A9> #SackVallance #SackWhitty #Covid_19 The more scared you are , the easier you are to control . @GOVUK #Covidhoax2020 https://t.co/0dhK0FKT0m"
"RobynNess1",1296,"He’s also delivered 4600 COVID-19 dead to grieving Ohio families. https://t.co/5QSzyhnC7R"
"TheMWJI",467,"Temporary migrants in #Australia experienced social exclusion, racism &amp; financial instability under #COVID19 policies, according to a new study from @TheMWJI.

Over a quarter of temporary migrants were left unable to pay for meals <U+0001F449> https://t.co/PcK5UtERrq https://t.co/p7AZZIgsyj"
"ArcherCtarcher",121,"Ontario's rise in #COVID19 cases: Although younger age groups are disproportionately impacted now, this is unfortunately likely to spread to more vulnerable groups over time if left unchecked. https://t.co/3nKn2D1msb

By Mike Crawley (@CBCQueensPark) https://t.co/kzyV2Wx4eX"
"ARTKerli",2085,"Exclusive: A new study that analyzed the coronavirus outbreak in Brazil suggests exposure to dengue fever may provide some level of immunity against COVID-19 https://t.co/pMAoOU0nNj https://t.co/wJIp0HH469"
"Magic_Georgina",1629,"Join our FB live TONIGHT from 7 - 8 pm as we discuss questions surrounding COVID-19 &amp; Back to School. No matter how you are schooling, this forum will be helpful! Event will be interpreted for those who are deaf or hard of hearing. 
#DeliveringOurFuture 
https://t.co/4ofZYtFVL7 https://t.co/KkJzPkij2O"
"marti431uew",1049,"Biden on Trump as US reaches 200,000 deaths from COVID-19: ""Trump panicked. The virus is too big for him… he just wasn't up to it. He froze."""
"Kimbalikes",2303,"He’s also delivered 4600 COVID-19 dead to grieving Ohio families. https://t.co/5QSzyhnC7R"
"jaarangoj",377,"VIDEO CORRECTION: A growing number of hospitals are relying on remote ICUs to monitor and evaluate patients virtually, which helps to cope with an unrelenting COVID-19 caseload. We are deleting previous versions of this tweet containing an incorrect clip https://t.co/2dkwoK8XjW https://t.co/yEoimL42T4"
"Cheshire0218",5105,"BREAKING: The Atlanta Fed forecasts a record national GDP growth rate of 32% for Q3, meaning the third quarter will be the mother of all economic rebounds thanks to businesses going from a total lockdown to a new COVID-19 normal. The Oct 29 GDP release will be an October Surprise"
"marvswife",19805,"Trump-loving former GOP official who hated face masks dies from COVID-19  https://t.co/4vy8aaOyJ6"
"byreenn",709,"161 Desoto County students in quarantine; 18 COVID-19 cases among students, 6 among staff

https://t.co/l16igWM1ng"
"afPE_PE",34646,"Today we’re calling on @BorisJohnson to commit to positioning sport and physical activity at the heart of our nation’s post-Covid renewal. #SportsRecovery

https://t.co/6JZpbH4qmT https://t.co/rfkBhPayLC"
"WorldCOVID19",451,"Losing your sense of smell or taste is a symptom of coronavirus, UK officials admit as they urge people to self-isolate if it happens to them.

WORLD HEALTH ORGANISATION.    WHO.

What are the symptoms of COVID-19?

#coronavirus disease 2019 (COVID-19) #COVID19 https://t.co/2ABIzix3tM"
"WorldCOVID19",451,"@SkyNews UK Summary. 

Coronavirus (COVID-19) in the UK. 

Last updated on Monday 21 September 2020 at 4:00pm

Deaths within 28 days of positive test.
Daily
11
Total Deaths 
41,788
Cases. People tested positive.
Daily 
4,368

#coronavirus disease 2019 (COVID-19) #COVID19  #UK https://t.co/WjGCLV6BSk"
"Liscummins",175,"1) Had a few people ask today what I think about Heneghan &amp; co's narrative that the risks of COVID-19 have been overhyped &amp; we should aim to avoid all adverse impacts on the less vulnerable https://t.co/PVjthWQbZM 
Some thoughts (from my perspective as a public health registrar)"
"l_patriot20",11122,"DISGRACEFUL: CDC Beclowns Itself, Admits it Randomly Posted on Website Unproven Guidance that COVID-19 Remains Suspended in Air https://t.co/vezx9v0o9o via @gatewaypundit #PrideFamily #PrideNews1 https://t.co/3aWnXhISTP"
"panelguy1",32,"@jillreports might be a good time for an election when COVID-19 is being managed reasonably well in BC,could be worse next year."
"Trumpgot2go",11057,"The VA of CT is setting a COVID-19 testing example for others to follow. Rapid testing &amp; results are key to getting this pandemic under control. When in doubt, take the test—even if you have no symptoms. https://t.co/93JulIBiEp"
"Trumpgot2go",11057,"We are still in the midst of a national tragedy, with no end in sight. More than 200,000 Americans dead, including 3,000 South Carolinians.

And @LindseyGrahamSC has fought against protections that would help save lives every step of the way.
https://t.co/g1SgIYOWBE"
"JaninaB1966",96,"Chris Witty - Boris Johnson - Matt Hancock
These three men are a much greater threat to the British people than Covid-19. They will take away everyone's rights &amp; bring in a Soviet-style police state.
Resist their tyranny - refuse to cooperate. https://t.co/qQoDsuDvNG"
"EducationNews_b",3517,"City launches mentorship initiative to help students of color navigate academ...
https://t.co/II4RkJHNDE
 #Education"
"Reason_n_Wonder",32,"I honestly can’t believe there’s still discussion about whether COVID-19 is really so bad or whether we should all just go ahead and get exposed to get it over with, but since there is, please consider this. https://t.co/qVsAAxao3I"
"David_G1ZQC",255,"We speak facts. Scientific evidence based facts. I will state again: NO VAXXINE EVER PROVEN SAFE. NO VAXXINE EVER PROVEN EFFECT.  NO 2 VAXXINES EVER TESTED TOGETHER FOR THEIR EFFICACY. YOU ARE THE EXPERIMENT. https://t.co/IcThVusLSj"
"briteyes567",7,"We’re still in the throes of a global pandemic with no end in sight. We still don’t know the long term health impacts of COVID-19. We simply can't afford to let Donald Trump and Republicans ram through a Supreme Court justice who will gut health care for millions of Americans."
"dennybeau121",108,"BREAKING: The Atlanta Fed forecasts a record national GDP growth rate of 32% for Q3, meaning the third quarter will be the mother of all economic rebounds thanks to businesses going from a total lockdown to a new COVID-19 normal. The Oct 29 GDP release will be an October Surprise"
"TomDpike",22,"@fredsirieix1 Everyone knows COVID-19 sleeps at 2201!!"
"ColoradoforK",1054,"We are still in the midst of a national tragedy, with no end in sight. More than 200,000 Americans dead, including 3,000 South Carolinians.

And @LindseyGrahamSC has fought against protections that would help save lives every step of the way.
https://t.co/g1SgIYOWBE"
"Yang_is_future",1181,"1 in 4 U.S. adults now report experiencing symptoms of depression. Before the pandemic, 8.5% of U.S. adults reported being depressed. That number has risen to 27.8% as the country struggles with Covid.

The economic security of UBI would really help this.

https://t.co/yiyzM95nf1"
"ginakent",50,"@opinionatedmum1 @MichaelRosenYes @Dr2NisreenAlwan Thank you for your tweet on COVID-19. 
Our @long_covid Facebook group has 22k+ members of all ages, many incapacitated &amp; unable to work for months despite being young and fit before. It’s vital that people across the world are made aware of the risks, even to children. #LongCovid"
"KMaherNews12",4179,"Covid-19 has ruined baseball's champagne celebrations after clinching a playoff spot.  Just ask the #Yankees Gerrit Cole.  Instead of poppin' multiple bottles last night the Yanks put on their masks and got just one glass of bubbly each in the hotel lobby. @News12LI https://t.co/psBd9PCfGh"
"yang_bo_dudnik",1318,"Among the masters competitors at the All Japan Championships is 81-year-old Yoshifumi Nakamura, who set an age record with his participation. Oh -- and he recovered from #COVID-19 earlier this year, too. #gymnastics

https://t.co/urXVPHYBrH"
