"screen_name","followers_count","text"
"Amitkum46999684",211,"When government is behaving as if #Corona no more exists and has vanished, AAP volunteers are going door to door, doing health check ups and create awareness, asking people to continue taking precautions. https://t.co/z5VgsB8ubJ"
"asim123abc",39,"This is the 2nd time when Jagorani distributed ration kit among those people of Sagar Island. There are so many people who are homeless and have nothing to prepare their daily food in this lockdown period. 
https://t.co/JhU9b8pKiK
#corona #covid19 #sagarisland #reliefwork https://t.co/EcuY0UnQys"
"asim123abc",39,"This is the 2nd time when Jagorani distributed ration kit among those people of Sagar Island. There are so many people who are homeless and have nothing to prepare their daily food in this lockdown period. 
https://t.co/JhU9b8pKiK
#corona #covid19 #sagarisland #reliefwork https://t.co/n98v1WtsD3"
"asim123abc",39,"This is the 2nd time when Jagorani distributed ration kit among those people of Sagar Island. There are so many people who are homeless and have nothing to prepare their daily food in this lockdown period. 
https://t.co/JhU9b8pKiK
#corona #covid19 #sagarisland #reliefwork https://t.co/FSFZRmQyMB"
"asim123abc",39,"This is the 2nd time when Jagorani distributed ration kit among those people of Sagar Island. There are so many people who are homeless and have nothing to prepare their daily food in this lockdown period. 
https://t.co/JhU9b8pKiK
#corona #covid19 #sagarisland #reliefwork https://t.co/X4qLpyHg4o"
"asim123abc",39,"This is the 2nd time when Jagorani distributed ration kit among those people of Sagar Island. There are so many people who are homeless and have nothing to prepare their daily food in this lockdown period. 
https://t.co/JhU9b8pKiK
#corona #covid19 #sagarisland #reliefwork https://t.co/CnibPa2bgE"
"JamesBhaaand",304,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"DoebertSteffen",781,"Bester Beitrag ever!

Best contribution ever!

#TagDerWohnungslosen am 11.09.2020 #Leerstand zu #Wohnraum #b1109 

#Apokalypse #Weltuntergang #Krieg #Waffenexporte #Klimawandel #Hunger #Ausbeutung #Flüchtling #Pandemie #Covid19 #Corona #Wohnen #Obdachlos

https://t.co/cXqJco6bWf"
"SmartestBeta",258,"Why don’t we just treat all small business this way. Have backups on payroll in case the lead waiter catches The #Corona? Sounds like #JobCreation https://t.co/cZJ0kHJawF"
"GagandeepS127",62,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"Bhartirana3192",85,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"charan96161963",3,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"rghvpandey",954,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"Mohit_ksr",5369,"#Lifeline<U+2764><U+FE0F>
#Corona +ve
Worried about him<U+0001F613>"
"ShahlaShamim",14,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"UniversalStats",150,"<U+0001F1F7><U+0001F1FA> Russia coronavirus COVID-19 report for Wednesday, September 16th:

917,884 confirmed cases (+5,061)
15,617 deaths (+119)

https://t.co/AWVcvIAvZM

#Corona #coronavirus #COVID<U+30FC>19"
"UniversalStats",150,"<U+0001F1F2><U+0001F1FD> Mexico coronavirus COVID-19 report for Tuesday, September 15th:

671,716 confirmed cases (+3,335)
71,049 deaths (+228)

https://t.co/bJd5WBHqQo

#coronavirus #Corona #COVID__19"
"UniversalStats",150,"<U+0001F1EE><U+0001F1F7> Iran coronavirus COVID-19 report for Wednesday, September 16th:

341,070 confirmed cases (+2,245)
19,492 deaths (+161)

https://t.co/loVXLv8dcZ

#Corona #COVID__19 #COVID<U+30FC>19"
"Warrior4SSR8",8,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"MB_Jagan_cult",797,"If The Trail Succeed Sputnik V Vaccines Avalible in India as early as November This Year
#TeamFunmate 
#Corona
#DRreddys
#SarkaruVaariPaata https://t.co/p8e2TdER5S"
"iamshundal",2292,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"DineshRana__",833,"When government is behaving as if #Corona no more exists and has vanished, AAP volunteers are going door to door, doing health check ups and create awareness, asking people to continue taking precautions. https://t.co/z5VgsB8ubJ"
"AnksAddy",34,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"NbNishi",37,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"LokeshT27643510",21,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"Sakshi9339",105,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"muniraj_munish",215,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"SanuAga50521133",176,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"Parvati70861679",89,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"Santoshk104",22,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"Priyank72846671",86,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"FunmateOfficia",152,"If The Trail Succeed Sputnik V Vaccines Avalible in India as early as November This Year
#TeamFunmate 
#Corona
#DRreddys
#SarkaruVaariPaata https://t.co/p8e2TdER5S"
"Sarit7257",888,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"shubh0891",28,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"raj22836255",244,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"SahilSatoke",41,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"sonalichandel",127,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"CrazyUnited10",120,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"WordsWali",778,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"kamaalrkhan",5223305,"I believe, theatre owners have gone mad if they are asking govt to give permission to open theatres. Govt closed theatres when 500 #Corona cases were in the country. And they are asking to open when 50lakh #Corona cases are in the country. It’s really very funny behaviour of them"
"dinoxanxus",23,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"NituYumnam",77,"”No gatherings this year, please,” they said. 

All travel plans on hold.

#Corona https://t.co/lz9ABYOmnR"
"BarodaMirror",3300,"Today's cases:  120
Total cases: 10038
Today's sample: 3926
Today's cured: 134
Total cured: 8503
Today's death:02
Total Death: 166
Active case: 1369

 #barodaupdates #vadodaraupdates #corona #covid19 https://t.co/40LVETDOMl"
"kunst_of_kunde",401,"@ewaldeng @robertjensen @hugodejonge @MinPres @ferdgrapperhaus Gentlemen, we're being detoured in the land of make-believe. #corona #cojona"
"lune_pluie",63,"For your safety, stay in your home

<U+3002> ° · <U+3002> · ° ° <U+02DB>
_<U+03A0>_____ ° ° STAY HOME
/_____/```\<U+3002>° <U+0001F637>
| <U+7530><U+7530> | <U+9580>| ° STAY SAFE
````````````````````````
#EvdeHayatVar 
#Corona
#pandemia https://t.co/DNUr9r5Y2D"
"Keerthan2706",49,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"BRAVENEWEUROPE1",3577,"What lies behind Germany’s self-declared V-Recovery?

Mathew D. Rose – Germany’s Big Fat V-Recovery

https://t.co/OJAcZFNjsy

#Germany #EconomicCrisis #EuropeanUnion #coronavirus #Corona #Covid_19 #Corruption #SPD #CDU #CSU #economics #FakeNews https://t.co/FWUZJ4oFeW"
"BRAVENEWEUROPE1",3577,"What lies behind Germany’s self-declared V-Recovery?

Mathew D. Rose – Germany’s Big Fat V-Recovery

https://t.co/OJAcZFNjsy

#Germany #EconomicCrisis #EuropeanUnion #coronavirus #Corona #Covid_19 #Corruption #SPD #CDU #CSU #economics #FakeNews https://t.co/FWUZJ4oFeW"
"NeilCastellino",13,"Share this video!
Help these people!
https://t.co/LNTRM0wfBt

#archdioceseofbombay #pope #stjosephchurchocd #miraroad #help #corona #coronavirus #crises #financialcrime #financialcrises #scam #seniorcitizens #pandemic #fraud #malaika #news #NewsAlert #BreakingNews #RepublicTV https://t.co/hI2YB5M6Bb"
"AnupamSwaroop2",111,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"Abhilas20687882",2,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"Anubhut91944459",10,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"befittinglogic",28,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"daniyalkhan2000",276,"Report for 16th of September 2020
Total Population Infected: 29,611,395 (29,309,546 yesterday)
Total Deaths: 935,767 (928,890 yesterday)
Death to Case Percentage: 3.2%

Data provided by @ECDC_EU
#CoronaVirusUpdate #COVID19 #Corona #CoronaOutbreak #CoronavirusPandemic #Covid_19 https://t.co/llJhKUotbR"
"Samuel88280265",104,"#CSK 's #DeepakChahar who recovered from #Corona is doing well in the training.. He is fit and available for #CSK 's 1st match..

#CSK 's other player #RuturajGaikwad is yet to clear his #Corona tests.. He continues to be in quarantine.. Hope he recovers soon.."
"528Hz_Truth",80,"This Is Exactly As Was Plannd Decades Back With Their Old #NWO

#Q #Trump #Clintons #Vaccines #BillGates #Corona #ClubOfRome #FabianSociety #Bilderbergs #Committee300 #Crown #Vatican #Vaccines #FakeFood #Chemtrails #Morgellons #PizzaGate #Rituals #Crowley

https://t.co/xDr8NnLuv4"
"FactsNtOpinions",135,"Total Cases in largest 25 countries.

Play with the graph at
https://t.co/kqNSpWojuv

#coronavirus #covid #corona #stayhome #quarantine #lockdown #socialdistancing #staysafe #virus #rus #coronav #stayathome #pandemic #pandemia https://t.co/WB763Or4VT"
"GeorgTichy",7483,"#Retailers Health Measures to Protect #Employees ... by G.Tichy - STRATECTA https://t.co/pKCQmJ77A1 #corona #covid #customers #it #retail #safety #suppliers"
"BotCOVID19",93,"Report for 16th of September 2020
Total Population Infected: 29,611,395 (29,309,546 yesterday)
Total Deaths: 935,767 (928,890 yesterday)
Death to Case Percentage: 3.2%

Data provided by @ECDC_EU
#CoronaVirusUpdate #COVID19 #Corona #CoronaOutbreak #CoronavirusPandemic #Covid_19 https://t.co/llJhKUotbR"
"Thereshouldbea2",12,"There should be an app to simulate an instable internet connection so that you can excuse yourself out of online meetings &amp; video calls.

#Covid_19 #COVID19 #Corona #StayHome #zoom #skype #whatsapp #wechat #videocall"
"choudhurypijush",445,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"DavitGharibyan",97,"""Governments love pandemics, in the same way that they love wars, because it gives them power, and it gives them control . . . "" 

#Corona #BillGates #TheGreatReset #Covid19UK #COVID19 

At this inflection point in human history, please RT this message from @RobertKennedyJr  . . https://t.co/hDcmmNzTjO"
"josh_bot_9000",168,"On Sale Here:https://t.co/TpNfWs2lry
#lalife, #losangeles, #la, #california, #hollywood, #dtla, #beverlyhills, #socal #lalifestyle, #discoverla, #losangeleslife, #lanightlife, #style, #venicebeach, #ilovela, #fashion, #tbt, #corona, #downtownla, #covid https://t.co/pCgvFJEvP3"
"_ADRmusic",264,"[Thread] Hi @Google, I received a call today from a company in the UK I've never heard of. They knew: 

• my full name
• my email address (Gmail)
• and my personal cell phone #

#GDPR #Google #personalinformation #dataprotection #coronavirus #corona #COVID19 #Covid_19"
"aroravidyut1",118,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"0807ankit",537,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"chimni_sapna",1375,"When government is behaving as if #Corona no more exists and has vanished, AAP volunteers are going door to door, doing health check ups and create awareness, asking people to continue taking precautions. https://t.co/z5VgsB8ubJ"
"JoeMokolobetsi",32,"@MSNBC 

Every country locked down to slow community spread,  gain either #herdimmunity or vaccine to be developed while not flooding health systems.  

Mzansi compares well to Sweden due to the taxi zero #SocialDistance 

#COVID19 #Covid_19 #coronavirus #Corona #CoronaVirusSA https://t.co/gDfupWqC5I"
"seemaadhikari",10283,"@desigrrl @MumbaiPolice yes that’s why it’s my duty to save all .. it’s not only for us it’s for their safety as well .. #corona has not gone away from the earth ..  only offering snacks can’t save them from getting infected.. also I am sure you all , good citizens surely want a #COVID19 free state <U+2764><U+FE0F><U+0001F495>"
"cecilbartlews17",0,"Well, the new situation right now.

#coronavirus #China #Italy #covid19 #Wuhanoutbreak #chinanews #virus #Corona #news #japan #chinavorona #korea #Iran #News #Irancorona #koreacorona #Koreavirus #Italy #USA
#CoronaVirusUpdates
#koronavirusu #Korona #koron…https://t.co/as6NO1r70W"
"SanketSk27",14,"our local news channel in Maharashtra was able to see only #corona,later #SSR then busy in #kangana,Dosent any news on #berojgarelectricalengineers since 5 years we are waiting for recruitment in MSEB Assistant Engineer @ravishndtv #New_Recruitments_In_MSEB_AE #NO_GATE_FOR_MSEB https://t.co/4IKwM7IXaG"
"PaulAnuschat",124,"@drmayfa @paniq @radgeRayden @drmayfa  When I visit @paniq with Corona, they spill everywhere. I try fill kettle, but overflow. Makes me silent.
 <U+2614><U+FE0F> #Corona"
"PaulAnuschat",124,"@WaysideTrinity @WaysideTrinity I smiles between my teeth before I thinks my computer catch THE VIRUS. I goes to clinic but they refuse to test it for Miss Rona. So I just installs Norton Anti-Corona. Works! So I steal a hairdresser identity.
 #THEVIRUS #Corona"
"guna_peter",68,"#CSK 's #DeepakChahar who recovered from #Corona is doing well in the training.. He is fit and available for #CSK 's 1st match..

#CSK 's other player #RuturajGaikwad is yet to clear his #Corona tests.. He continues to be in quarantine.. Hope he recovers soon.."
"reports_spy",142,"Fear at Kawempe Police Station as More 14 Suspects Test Positive for Covid19 @PoliceUg @metpoliceug @Patrickonyango1 @FredEnanga1 @Lukowoyesigyire @pollynamaye1 #COVID19 #Covid_19 #COVID #coronavirus #Corona #MaskUp #Uganda #StaySafeUg 
Read; https://t.co/IeZKCTsJLD https://t.co/lfG43BJ1eb"
"reports_spy",142,"COVID-19: Uganda’s Death Toll Rises to 60 as 143 Test Positive #CovidTesting #Covid_19 #COVID19 #COVID19UG #coronavirus #Corona #CoronavirusPandemic #MaskUp #SocialDistancing #Uganda #ugandanews
Read; https://t.co/MXljeuwYnA https://t.co/je7StM9LLh"
"VacationCelebr1",877,"Do you wear face #protection at work? Do you get overheated, feel like your being smothered? When you talk, does half of your #mask wind up in your mouth?
If your tired of breathing in your own carbon dioxide, then you have to try this:

https://t.co/LjCDwz86FA 

#COVID19 #corona https://t.co/7MnkwY76HV"
"ShriVyas_Vani",449,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"frshflowersland",48,"Reusable face mask with charging battery
Best face mask ever with multi filters
Request now from Us
#COVID19  #UAE #Dubai #corona #oman #saudiarabia https://t.co/fN6MYJf3OC"
"Rajesh75926139",2,"#apsbtet 
#diplomastudents
#CancelAPDiplomaExams 
#CancelAPDiplomaExams 
#YSJagan 
#ChandrababuNaidu 
#apgovernment 
#diploma
#polytechnic
#Covid_19 
#Corona 
#PandemicP 
#CancelAPDiplomaExams2020
#Covid_19 
#apsbtet 

Plz cancel diploma ap 2020 first year exams"
"IHSE_NEWS",186,"Nice article in German magazine ""Die Wirtschaft - IHK Bodensee"" about how local companies including IHSE are dealing with #Corona https://t.co/2QyQ6hnSfk"
"hahnairport",1880,"The #Corona test station in our passenger terminal can only be used by passengers from risk areas as of today. The opening hours are based on the arrival times of flights from Corona risk areas.
Risk areas: https://t.co/aLWHehvql3
Current arrivals: https://t.co/l6bcW140qR https://t.co/5LQHfWMLgR"
"__PETER_SUNDAR",16,"#apsbtet 
#diplomastudents
#CancelAPDiplomaExams 
#CancelAPDiplomaExams 
#YSJagan 
#ChandrababuNaidu 
#apgovernment 
#diploma
#polytechnic
#Covid_19 
#Corona 
#PandemicP 
#CancelAPDiplomaExams2020
#Covid_19 
#apsbtet 

Plz cancel diploma ap 2020 first year exams"
"sunilku07725736",3,"@narendramodi @sugawitter Help muscular dystrophy patient in India by starting clinical trials supporting doctors who want to work on this 100%fatal disease . otherwise many children will die in their teenage. This disease is more dangerous than #corona"
"covidtired",883,"So it sould be #Corona
https://t.co/91MkAqM56R"
"ArmeZeeuw",235,"Don’t laugh with empty coronatest villages as THIS is what they’re might planning to do! It’s England but they’re part of UN too (UN=WHO) so if insane ‘authoritarian surveillance proposals’ like these get approved, it’s likely they’ll become a GLOBAL next step<U+0001F447>

#Corona #Covid19 https://t.co/oszY7bNgxy"
"aashishkokil007",68,"Free #Corona Testing Centers in Hyderabad. 
#TelanganaFightsCorona 
#StayHome #StaySafe https://t.co/91hACno3FC"
"goyeena",335,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"hospital_aastha",2,"Patient Recovered From COVID-19

Aastha Hospital
Address: B-20-1197/1, Maya Nagar Road, Near Aarti Chowk, Krishna Nagar, Civil Lines, Ludhiana, Punjab
Contact No.9872777573
Email: info@aasthakidneyhospital.com
Website: https://t.co/YSWCgAmsyL
#covid19 #corona #beatcorona https://t.co/8EepdbcsAD"
"Televizier",6723,"Comedy Central zendt speciale pandemie-aflevering South Park uit #southpark  #comedycentral  #thepandemicspecial #corona  https://t.co/b9uRwjm4eV"
"QbNpk",457,"In our days the real #dystopia started  #Trump #Putin 
#Fear #love #pollution #refugees #politics #war #starvation
UFOs #Election2020 #electionhub #Uk #Africa #EuropeOfTomorrow #coronavirus #Corona  #scifi #ebooks 
https://t.co/c9lxiFPx7y"
"MarjelleTweets",442,"The good, the bad &amp; the ugly van de nieuwe versie. #Corona #dashboard https://t.co/QmrWBw8MKo"
"Indian2410",201,"When government is behaving as if #Corona no more exists and has vanished, AAP volunteers are going door to door, doing health check ups and create awareness, asking people to continue taking precautions. https://t.co/z5VgsB8ubJ"
"Nani06910518",1,"#apsbtet 
#diplomastudents
#CancelAPDiplomaExams 
#CancelAPDiplomaExams 
#YSJagan 
#ChandrababuNaidu 
#apgovernment 
#diploma
#polytechnic
#Covid_19 
#Corona 
#PandemicP 
#CancelAPDiplomaExams2020
#Covid_19 
#apsbtet 

Plz cancel diploma ap 2020 first year exams"
"Unieaglesuae",6,"Reusable face mask with charging battery
Best face mask ever with multi filters
Request now from Us
#COVID19  #UAE #Dubai #corona #oman #saudiarabia https://t.co/fN6MYJf3OC"
"jaiAmbabai",124,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"RIMSeducation",35,"Stay In <U+2764><U+FE0F>

.
#BackToSchool #COVID19Update
#college #Corona #Trending
#CoronavirusIndia
#Classof2020 #Mumbai
#CommitToWin
#staysafeeveryone<U+0001F64F> #staysafe<U+2764><U+FE0F>  #staysafestayhealthy  #staysafestayhome  #keeplearningkeepgrowing #RIMS

RIMS International School and Junior College, Mumbai https://t.co/pJfUSUusqG"
"PatriotIndiaOne",9,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"RajiniKingmaker",1177,"@SeemanOfficial Maintain social distance, don't put kids at risk #Corona is still a Threat"
"JDamarasingh",7,"#apsbtet 
#diplomastudents
#CancelAPDiplomaExams 
#CancelAPDiplomaExams 
#YSJagan 
#ChandrababuNaidu 
#apgovernment 
#diploma
#polytechnic
#Covid_19 
#Corona 
#PandemicP 
#CancelAPDiplomaExams2020
#Covid_19 
#apsbtet 

Plz cancel diploma ap 2020 first year exams"
"Jobst4Media",191,"Sorry, this is a joke for people from #austria only. For all foreigners: we have the simplest #corona #status on planet earth <U+0001F602><U+0001F923> *lol* https://t.co/LdKf4isldA"
"Trekkie_47_1701",351,"There should be an app to simulate an instable internet connection so that you can excuse yourself out of online meetings &amp; video calls.

#Covid_19 #COVID19 #Corona #StayHome #zoom #skype #whatsapp #wechat #videocall"
"Harshil27299",527,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"Siva16642017",2,"#apsbtet 
#diplomastudents
#CancelAPDiplomaExams 
#CancelAPDiplomaExams 
#YSJagan 
#ChandrababuNaidu 
#apgovernment 
#diploma
#polytechnic
#Covid_19 
#Corona 
#PandemicP 
#CancelAPDiplomaExams2020
#Covid_19 
#apsbtet 

Plz cancel diploma ap 2020 first year exams"
"Rohit_FCA",351,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"SOME_ONE_SUBHRA",14,"Great things I learnt in last few days :
1. #Corona can change your gender !
2. Middle age #Bollywood actresses are still waiting to grow up 
3. It’s only in India that an anti national riot instigator is arrested and a vociferous support is launched for him. 
What did you learn?"
"life_charitable",18,"International Day for the Preservation of the world ozone layer | @life_charitable 
-
#lifecharitabletrust #ozone #ozonetherapy #ozone #layers #world #worldday #day #sunset #clouds #ozonetherapy #covid19 #corona #coronamemes #covid #OzoneDay #ozonelayer #OzoneDay2020 https://t.co/eAMU2KfDc2"
"InfoMehsanaGoG",753,"#TestOneTestAll
@AmdavadAMC adopts most innovative ways of #Corona testing amongst India cities. After public gardens now ‘Kadia Nakas-mason gathering &amp; hiring points,’ #Coronatesting started for hundreds of people in Amdavad.
#LifePositiveCoronaNegative @PMOIndia @CMOGuj https://t.co/Wj3aNJl66z"
"AliRadman11",151,"Islamic Republic has no plan to curtail COVID-19 crisis which has reached the all-time high, since the pandemic began 7 months ago!
@SaeedNamaki says Iran is red but he wants to hold Friday prayers!
Graphs and much more...
#IranTruth #COVID19 #Corona

https://t.co/6d3zejRIlj"
"Jaswant75710641",13,"#apsbtet 
#diplomastudents
#CancelAPDiplomaExams 
#CancelAPDiplomaExams 
#YSJagan 
#ChandrababuNaidu 
#apgovernment 
#diploma
#polytechnic
#Covid_19 
#Corona 
#PandemicP 
#CancelAPDiplomaExams2020
#Covid_19 
#apsbtet 

Plz cancel diploma ap 2020 first year exams"
"VinodKu10836080",3,"#CPFaridabad applauded #crime branch officials for solving over one hundred crimes against property cases in last 7 days. This is despite over 60% of around 300 men in the CB being infected with #corona, they are more belligerent than ever! @FBDPolice is extremely proud of them! https://t.co/cVQY0ZcsDe"
"restkooh",119,"Demolishing the Foundation of the ""Rule of 6' 

Positive tests ARE NOT ""new cases""
0.3% infection fatality rate
99.7 % of people infected will be fine
80% will be asymptomatic
Govt. reaction will kill more than the virus

#Corona #Covid19UK #scamdemic #PlandemicHoax #Casedemic https://t.co/sJFVsfQb05"
"_deeps_world_",2,"@narendramodi_in @narendramodi @PMOIndia @BJP4India @ChouhanShivraj @DGT_MSDE #ncvt #iti 
Hi,I'm student of ITI 1ST YEAR(electrician) in Madhya Pradesh.. As per notice ITI's r opening form 21st of september, i just want to tell r we not human,#Corona is everywhere..Not repoen iti"
"seitenreporter",129,"According to researchers in the USA, #Corona already existed in December 2019. With that, the US could have been the source of the virus. #Trump"
"aaiidrairport",3410,"AAI Indore Airport Officers with full protection of PPEs working during daily office duties #fully committed to give Best services desoite difficult corona times #corona alert #IndiaFightsCOVID19 @AAI_Official @aairedwr @IndoreTalk https://t.co/D0vRhLlHIi"
"tutythala_ajith",198,"#CSK 's #DeepakChahar who recovered from #Corona is doing well in the training.. He is fit and available for #CSK 's 1st match..

#CSK 's other player #RuturajGaikwad is yet to clear his #Corona tests.. He continues to be in quarantine.. Hope he recovers soon.."
